# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.0152 0.01508 7.30103 0.0900000036 1.0816895962    0.090 -2.268  3.4016  4.219    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.441 19.015 15.685 14.260 11.930 10.496
0.0152 0.01508 7.30103 0.0983082131 1.1568169594    0.098 -2.212  3.4077  4.225    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.300 18.884 15.547 14.121 11.789 10.355
0.0152 0.01508 7.30103 0.1000000015 1.1711064577    0.100 -2.200  3.4090  4.226    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.271 18.856 15.518 14.092 11.760 10.326
0.0152 0.01508 7.30103 0.1173424125 1.3015439510    0.117 -2.096  3.4200  4.236    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.27e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.011 18.503 15.184 13.758 11.455 10.049
0.0152 0.01508 7.30103 0.1200000122 1.3193155527    0.120 -2.081  3.4216  4.237    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.32e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.973 18.398 15.097 13.672 11.389 10.000
0.0152 0.01508 7.30103 0.1400000006 1.4384527206    0.140 -1.980  3.4326  4.246    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.69e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.719 17.690 14.509 13.094 10.941 9.670
0.0152 0.01508 7.30103 0.1469914615 1.4749840498    0.147 -1.948  3.4362  4.250    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.640 17.475 14.327 12.921 10.805 9.568
0.0152 0.01508 7.30103 0.1756014079 1.6038603783    0.176 -1.831  3.4492  4.262    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.31e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.348 16.714 13.683 12.304 10.324 9.199
0.0152 0.01508 7.30103 0.1893748939 1.6565356255    0.189 -1.782  3.4546  4.268    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.53e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.225 16.413 13.421 12.044 10.129 9.047
0.0152 0.01508 7.30103 0.1970079243 1.6836286783    0.197 -1.757  3.4574  4.271    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.64e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.163 16.258 13.285 11.909 10.029 8.971
0.0152 0.01508 7.30103 0.2068447471 1.7165966034    0.207 -1.725  3.4608  4.274    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.84e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.083 16.069 13.120 11.744 9.905 8.873
0.0152 0.01508 7.30103 0.2250203043 1.7724587917    0.225 -1.671  3.4666  4.279    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.15e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.946 15.765 12.850 11.483 9.703 8.711
0.0152 0.01508 7.30103 0.2448428124 1.8270572424    0.245 -1.616  3.4724  4.285    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.49e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.810 15.463 12.581 11.220 9.503 8.550
0.0152 0.01508 7.30103 0.2640507817 1.8747413158    0.264 -1.568  3.4777  4.290    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.79e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.690 15.203 12.346 10.989 9.328 8.410
0.0152 0.01508 7.30103 0.2925800979 1.9378111362    0.292 -1.501  3.4850  4.298    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.26e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.524 14.857 12.024 10.663 9.088 8.219
0.0152 0.01508 7.30103 0.3000000119 1.9529139996    0.300 -1.485  3.4868  4.300    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.38e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.483 14.773 11.945 10.581 9.029 8.173
0.0152 0.01508 7.30103 0.3148775399 1.9817830324    0.315 -1.456  3.4901  4.304    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.409 14.623 11.803 10.435 8.923 8.089
0.0152 0.01508 7.30103 0.3500000238 2.0434176922    0.350 -1.389  3.4973  4.312    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.14e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.242 14.303 11.504 10.151 8.699 7.902
0.0152 0.01508 7.30103 0.3966873288 2.1139135361    0.397 -1.311  3.5058  4.322    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.81e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.048 13.945 11.164 9.828 8.444 7.688
0.0152 0.01508 7.30103 0.4000000358 2.1185026169    0.400 -1.306  3.5063  4.323    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.85e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.035 13.922 11.142 9.807 8.427 7.674
0.0152 0.01508 7.30103 0.4110713899 2.1334877014    0.411 -1.289  3.5084  4.326    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.01e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.992 13.841 11.065 9.734 8.370 7.626
0.0152 0.01508 7.30103 0.4500000477 2.1822810173    0.450 -1.231  3.5151  4.334    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.58e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.847 13.583 10.812 9.490 8.181 7.469
0.0152 0.01508 7.30103 0.4580756724 2.1917181015    0.458 -1.220  3.5165  4.336    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.69e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.819 13.532 10.762 9.441 8.144 7.439
0.0152 0.01508 7.30103 0.5000000000 2.2374541759    0.500 -1.163  3.5234  4.346    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -8.3e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.678 13.283 10.513 9.199 7.959 7.286
0.0152 0.01508 7.30103 0.5235671997 2.2604968548    0.523 -1.132  3.5276  4.351    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.66e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.599 13.144 10.373 9.062 7.855 7.202
0.0152 0.01508 7.30103 0.5500000119 2.2836582661    0.550 -1.096  3.5317  4.353    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.15e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.510 12.997 10.224 8.916 7.743 7.108
0.0152 0.01508 7.30103 0.5719175339 2.3010079861    0.572 -1.069  3.5355  4.359    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.48e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.444 12.880 10.103 8.799 7.655 7.036
0.0152 0.01508 7.30103 0.6000000238 2.3211214542    0.600 -1.033  3.5402  4.362    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.353 12.728 9.947 8.647 7.540 6.941
0.0152 0.01508 7.30103 0.6017648578 2.3223135471    0.602 -1.031  3.5405  4.362    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.348 12.719 9.937 8.638 7.533 6.935
0.0152 0.01508 7.30103 0.6423220038 2.3476469517    0.642 -0.977  3.5486  4.369    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.212 12.487 9.692 8.395 7.355 6.793
0.0152 0.01508 7.30103 0.6499999762 2.3520355225    0.650 -0.967  3.5500  4.370    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.188 12.446 9.649 8.352 7.324 6.768
0.0152 0.01508 7.30103 0.6987501979 2.3773314953    0.699 -0.888  3.5627  4.373    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.990 12.114 9.285 7.987 7.065 6.566
0.0152 0.01508 7.30103 0.7000000477 2.3779268265    0.700 -0.886  3.5630  4.373    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.984 12.104 9.275 7.976 7.058 6.560
0.0152 0.01508 7.30103 0.7500000000 2.3998889923    0.750 -0.710  3.6254  4.476    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.544 10.999 8.098 6.881 6.393 6.134
0.0152 0.01508 7.30103 0.7882728577 2.4145529270    0.788 -0.657  3.6318  4.471    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.412 10.772 7.885 6.695 6.245 6.006
0.0152 0.01508 7.30103 0.8000000119 2.4187245369    0.800 -0.638  3.6340  4.467    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.365 10.686 7.811 6.631 6.193 5.962
0.0152 0.01508 7.30103 0.8214102983 2.4259884357    0.821 -0.605  3.6386  4.464    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.282 10.521 7.670 6.512 6.100 5.883
0.0152 0.01508 7.30103 0.8500000238 2.4350347519    0.850 -0.549  3.6464  4.454    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.28e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.144 10.213 7.435 6.316 5.944 5.748
0.0152 0.01508 7.30103 0.8624690175 2.4387650490    0.862 -0.525  3.6501  4.451    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.082 10.067 7.328 6.228 5.874 5.688
0.0152 0.01508 7.30103 0.9000000358 2.4492788315    0.899 -0.445  3.6627  4.440    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.883 9.549 6.978 5.957 5.650 5.491
0.0152 0.01508 7.30103 0.9410812855 2.4596886635    0.941 -0.346  3.6792  4.427    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.56e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.636 8.900 6.551 5.639 5.379 5.250
0.0152 0.01508 7.30103 0.9500000477 2.4618122578    0.950 -0.324  3.6831  4.423    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.75e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.579 8.757 6.456 5.569 5.318 5.195
0.0152 0.01508 7.30103 0.9637643099 2.4650011063    0.963 -0.288  3.6891  4.419    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.491 8.544 6.313 5.461 5.224 5.111
0.0152 0.01508 7.30103 0.9943011999 2.4717147350    0.994 -0.206  3.7031  4.406    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -4.9e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.285 8.041 5.988 5.218 5.010 4.918
0.0152 0.01508 7.30103 1.0000000000 2.4729156494    1.000 -0.190  3.7058  4.403    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.245 7.948 5.928 5.172 4.969 4.881
0.0152 0.01508 7.30103 1.0082366467 2.4746234417    1.008 -0.167  3.7096  4.399    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.29e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.188 7.815 5.841 5.106 4.910 4.827
0.0152 0.01508 7.30103 1.0320656300 2.4793887138    1.032 -0.098  3.7210  4.385    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.015 7.426 5.589 4.912 4.736 4.669
0.0152 0.01508 7.30103 1.0499999523 2.4828116894    1.050 -0.043  3.7297  4.373    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.68e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.879 7.136 5.400 4.763 4.601 4.545
0.0152 0.01508 7.30103 1.0511350632 2.4830236435    1.051 -0.040  3.7303  4.373    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.72e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.870 7.118 5.388 4.753 4.592 4.537
0.0152 0.01508 7.30103 1.0713665485 2.4867179394    1.071  0.024  3.7402  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.61e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.709 6.791 5.169 4.580 4.436 4.395
